datetime,dep,tx_incidence,tx_positivite,taux_occupation_sae
2021-11-25,65,443.0,7.04,33.1
2021-11-25,91,208.7,5.07,27.2
2021-11-25,36,159.3,4.94,41.1
2021-11-25,95,260.5,5.78,27.2
2021-11-25,70,250.4,5.77,19.7
2021-11-25,92,288.0,4.93,27.2
2021-11-25,43,315.6,7.2,27.0
2021-11-25,47,402.3,7.33,27.4
2021-11-25,16,240.7,5.71,27.4
2021-11-25,22,142.9,4.13,26.5
2021-11-25,40,317.2,6.22,27.4
2021-11-25,34,365.2,6.81,33.1
2021-11-25,42,355.9,7.29,27.0
2021-11-25,64,385.6,6.28,27.4
2021-11-25,83,326.6,6.38,35.4
2021-11-25,45,204.1,6.24,41.1
2021-11-25,87,176.1,4.83,27.4
2021-11-25,80,181.3,4.65,31.1
2021-11-25,14,133.6,3.16,20.4
2021-11-25,19,166.0,4.62,27.4
2021-11-25,50,153.7,4.66,20.4
2021-11-25,69,387.7,6.73,27.0
2021-11-25,66,297.7,6.39,33.1
2021-11-25,57,260.9,5.0,25.4
2021-11-25,79,120.8,4.22,27.4
2021-11-25,59,344.0,5.86,31.1
2021-11-25,41,148.6,4.5,41.1
2021-11-25,73,358.6,8.1,27.0
2021-11-25,04,346.9,6.78,35.4
2021-11-25,38,327.4,7.02,27.0
2021-11-25,86,212.6,5.49,27.4
2021-11-25,81,185.4,5.17,33.1
2021-11-25,89,141.8,4.51,19.7
2021-11-25,56,200.9,5.18,26.5
2021-11-25,24,208.1,5.92,27.4
2021-11-25,27,166.5,4.93,20.4
2021-11-25,67,352.8,5.52,25.4
2021-11-25,973,88.1,4.37,84.6
2021-11-25,07,543.6,9.14,27.0
2021-11-25,60,172.6,4.43,31.1
2021-11-25,82,292.1,5.98,33.1
2021-11-25,06,332.5,5.74,35.4
2021-11-25,62,251.3,5.35,31.1
2021-11-25,976,26.5,1.78,0.0
2021-11-25,94,252.6,5.01,27.2
2021-11-25,37,218.0,5.36,41.1
2021-11-25,55,213.1,5.35,25.4
2021-11-25,18,230.8,6.04,41.1
2021-11-25,75,382.0,4.77,27.2
2021-11-25,85,230.7,5.36,43.6
2021-11-26,22,160.0,4.42,26.5
2021-11-26,51,199.9,4.64,26.7
2021-11-26,49,298.7,6.25,41.4
2021-11-26,74,385.0,7.29,27.7
2021-11-26,38,354.3,7.06,27.7
2021-11-26,86,230.4,5.5,28.9
2021-11-26,44,281.5,5.59,41.4
2021-11-26,81,196.2,5.34,35.2
2021-11-26,972,145.0,3.0,103.8
2021-11-26,25,356.3,6.84,21.7
2021-11-26,04,399.5,7.23,35.7
2021-11-26,72,210.1,5.34,41.4
2021-11-26,62,272.4,5.36,33.3
2021-11-26,56,232.4,5.58,26.5
2021-11-26,71,333.5,7.27,21.7
2021-11-26,59,368.8,5.85,33.3
2021-11-26,43,342.4,7.26,27.7
2021-11-26,47,442.9,7.57,28.9
2021-11-26,58,185.9,5.14,21.7
2021-11-26,55,231.2,5.59,26.7
2021-11-26,32,291.5,5.93,35.2
2021-11-26,79,130.2,4.33,28.9
2021-11-26,95,277.5,5.92,28.5
2021-11-26,02,190.1,5.0,33.3
2021-11-26,57,277.0,5.09,26.7
2021-11-26,16,245.6,5.66,28.9
2021-11-26,48,129.8,4.35,35.2
2021-11-26,12,320.1,5.88,35.2
2021-11-26,89,160.5,4.7,21.7
2021-11-26,23,317.4,6.45,28.9
2021-11-26,94,272.5,5.12,28.5
2021-11-26,07,573.6,9.07,27.7
2021-11-26,29,153.6,4.1,26.5
2021-11-26,06,358.5,6.06,35.7
2021-11-26,39,454.5,7.68,21.7
2021-11-26,18,234.1,5.79,43.3
2021-11-26,82,309.6,6.17,35.2
2021-11-26,971,43.8,2.58,29.6
2021-11-26,31,286.4,5.39,35.2
2021-11-26,03,180.5,4.81,27.7
2021-11-26,60,198.2,4.83,33.3
2021-11-26,63,244.2,5.53,27.7
2021-11-26,90,297.6,5.47,21.7
2021-11-26,08,317.1,4.97,26.7
2021-11-26,973,91.2,4.52,84.6
2021-11-26,93,248.6,5.02,28.5
2021-11-26,26,353.5,7.42,27.7
2021-11-26,30,297.0,6.42,35.2
2021-11-26,76,176.2,3.59,21.2
2021-11-26,27,178.5,4.95,21.2
2021-11-26,68,393.6,6.16,26.7
2021-11-26,67,378.6,5.62,26.7
2021-11-26,05,328.7,7.26,35.7
2021-11-26,13,451.7,6.25,35.7
2021-11-26,64,422.4,6.42,28.9
2021-11-26,10,216.8,5.13,26.7
2021-11-26,91,224.8,5.19,28.5
2021-11-26,77,215.0,5.28,28.5
2021-11-26,92,315.1,5.06,28.5
2021-11-26,83,354.3,6.58,35.7
2021-11-26,50,162.8,4.57,21.2
2021-11-26,88,222.5,4.91,26.7
2021-11-26,19,173.1,4.57,28.9
2021-11-26,46,308.4,6.46,35.2
2021-11-26,61,243.4,6.07,21.2
2021-11-26,45,217.8,6.32,43.3
2021-11-26,11,202.0,5.2,35.2
2021-11-26,24,228.5,6.2,28.9
2021-11-26,53,134.6,4.19,41.4
2021-11-26,21,221.1,5.28,21.7
2021-11-26,84,326.0,6.76,35.7
2021-11-26,41,145.8,4.4,43.3
2021-11-26,14,141.3,3.32,21.2
2021-11-26,52,161.3,4.38,26.7
2021-11-26,75,413.9,4.89,28.5
2021-11-26,37,228.6,5.37,43.3
2021-11-26,2A,306.6,4.74,55.6
2021-11-26,09,342.5,6.1,35.2
2021-11-26,80,196.9,4.78,33.3
2021-11-26,87,185.3,4.92,28.9
2021-11-26,40,344.0,6.57,28.9
2021-11-26,54,277.5,4.95,26.7
2021-11-26,78,298.5,5.38,28.5
2021-11-26,28,199.1,5.55,43.3
2021-11-26,34,396.0,6.91,35.2
2021-11-26,36,151.5,4.65,43.3
2021-11-26,42,387.7,7.47,27.7
2021-11-26,65,487.1,7.04,35.2
2021-11-26,15,194.7,4.22,27.7
2021-11-26,66,331.1,6.66,35.2
2021-11-26,70,282.6,6.12,21.7
2021-11-26,17,203.7,5.16,28.9
2021-11-26,33,327.2,6.05,28.9
2021-11-26,01,354.7,7.57,27.7
2021-11-26,976,26.1,1.82,0.0
2021-11-26,85,241.7,5.36,41.4
2021-11-26,69,423.8,6.89,27.7
2021-11-26,2B,426.9,6.38,55.6
2021-11-26,974,250.7,5.07,28.8
2021-11-26,35,254.6,5.46,26.5
2021-11-26,73,397.6,8.2,27.7
2021-11-27,76,184.7,3.68,21.7
2021-11-27,30,307.8,6.5,37.6
2021-11-27,07,600.8,9.25,28.1
2021-11-27,87,204.4,5.3,29.6
2021-11-27,973,89.4,4.24,84.6
2021-11-27,03,189.2,4.98,28.1
2021-11-27,976,22.5,1.53,0.0
2021-11-27,45,223.8,6.34,43.9
2021-11-27,61,240.5,5.86,21.7
2021-11-27,06,382.4,6.27,36.5
2021-11-27,94,289.2,5.21,29.9
2021-11-27,08,335.6,5.15,28.8
2021-11-27,42,405.2,7.54,28.1
2021-11-27,41,148.6,4.43,43.9
2021-11-27,12,322.2,5.78,37.6
2021-11-27,09,357.0,6.13,37.6
2021-11-27,02,195.8,4.98,34.0
2021-11-27,95,286.4,5.96,29.9
2021-11-27,44,296.1,5.68,41.4
2021-11-27,79,141.7,4.56,29.6
2021-11-27,37,233.9,5.4,43.9
2021-11-27,70,295.0,6.23,22.2
2021-11-27,58,186.4,5.01,22.2
2021-11-27,47,471.9,7.73,29.6
2021-11-27,974,255.7,5.1,30.8
2021-11-27,2B,435.6,6.57,55.6
2021-11-27,71,345.6,7.32,22.2
2021-11-27,85,249.6,5.47,41.4
2021-11-27,27,181.5,4.87,21.7
2021-11-27,04,425.6,7.54,36.5
2021-11-27,22,166.1,4.49,27.8
2021-11-27,50,170.2,4.61,21.7
2021-11-27,88,238.4,5.11,28.8
2021-11-27,11,211.7,5.31,37.6
2021-11-27,972,148.3,3.47,103.8
2021-11-27,53,146.7,4.46,41.4
2021-11-27,64,440.2,6.47,29.6
2021-11-27,14,146.9,3.39,21.7
2021-11-27,89,169.2,4.75,22.2
2021-11-27,2A,326.9,4.98,55.6
2021-11-27,90,315.4,5.6,22.2
2021-11-27,13,471.3,6.36,36.5
2021-11-27,86,244.6,5.68,29.6
2021-11-27,36,153.4,4.65,43.9
2021-11-27,68,404.4,6.13,28.8
2021-11-27,65,501.7,7.05,37.6
2021-11-27,971,41.4,2.46,25.9
2021-11-27,34,416.2,6.99,37.6
2021-11-27,28,211.4,5.73,43.9
2021-11-27,66,352.8,6.83,37.6
2021-11-27,21,242.3,5.58,22.2
2021-11-27,25,380.0,6.96,22.2
2021-11-27,49,301.4,6.22,41.4
2021-11-27,54,290.8,5.06,28.8
2021-11-27,55,247.7,5.9,28.8
2021-11-27,51,210.7,4.72,28.8
2021-11-27,57,285.6,5.09,28.8
2021-11-27,16,249.6,5.78,29.6
2021-11-27,43,362.3,7.34,28.1
2021-11-27,78,316.2,5.49,29.9
2021-11-27,62,284.0,5.44,34.0
2021-11-27,35,266.4,5.59,27.8
2021-11-27,18,236.5,5.68,43.9
2021-11-27,67,394.9,5.68,28.8
2021-11-27,01,383.6,7.85,28.1
2021-11-27,92,333.1,5.07,29.9
2021-11-27,32,306.2,5.97,37.6
2021-11-27,63,257.6,5.59,28.1
2021-11-27,77,228.8,5.43,29.9
2021-11-27,56,244.3,5.59,27.8
2021-11-27,48,125.8,4.23,37.6
2021-11-27,81,205.7,5.41,37.6
2021-11-27,91,234.5,5.25,29.9
2021-11-27,10,235.9,5.33,28.8
2021-11-27,38,370.6,7.14,28.1
2021-11-27,75,437.4,4.95,29.9
2021-11-27,17,213.0,5.19,29.6
2021-11-27,15,194.7,4.1,28.1
2021-11-27,24,243.6,6.42,29.6
2021-11-27,29,158.1,4.15,27.8
2021-11-27,80,206.6,4.87,34.0
2021-11-27,39,489.4,7.95,22.2
2021-11-27,31,308.2,5.54,37.6
2021-11-27,23,331.1,6.46,29.6
2021-11-27,19,192.2,4.92,29.6
2021-11-27,52,176.1,4.75,28.8
2021-11-27,40,358.0,6.65,29.6
2021-11-27,05,349.9,7.38,36.5
2021-11-27,84,355.6,7.12,36.5
2021-11-27,93,260.9,5.15,29.9
2021-11-27,83,366.4,6.56,36.5
2021-11-27,72,216.3,5.38,41.4
2021-11-27,82,322.1,6.16,37.6
2021-11-27,33,340.6,6.07,29.6
2021-11-27,69,445.6,6.96,28.1
2021-11-27,26,386.3,7.72,28.1
2021-11-27,59,380.7,5.86,34.0
2021-11-27,74,411.6,7.5,28.1
2021-11-27,60,210.2,4.99,34.0
2021-11-27,46,329.7,6.67,37.6
2021-11-27,73,418.2,8.32,28.1
2021-11-28,72,218.0,5.38,42.0
2021-11-28,33,344.6,6.1,29.6
2021-11-28,17,215.6,5.23,29.6
2021-11-28,09,357.6,6.13,37.8
2021-11-28,59,386.2,5.88,34.0
2021-11-28,15,192.6,4.06,28.6
2021-11-28,61,238.4,5.79,21.2
2021-11-28,74,415.7,7.52,28.6
2021-11-28,62,287.1,5.48,34.0
2021-11-28,54,294.6,5.11,28.2
2021-11-28,77,231.3,5.4,30.3
2021-11-28,84,359.0,7.13,36.5
2021-11-28,11,213.3,5.32,37.8
2021-11-28,79,142.5,4.58,29.6
2021-11-28,80,209.0,4.89,34.0
2021-11-28,50,170.0,4.58,21.2
2021-11-28,87,203.9,5.27,29.6
2021-11-28,19,193.1,4.92,29.6
2021-11-28,83,371.7,6.63,36.5
2021-11-28,45,226.0,6.37,44.4
2021-11-28,14,149.7,3.42,21.2
2021-11-28,42,412.3,7.62,28.6
2021-11-28,976,24.3,1.55,0.0
2021-11-28,73,426.8,8.39,28.6
2021-11-28,971,41.9,2.44,29.6
2021-11-28,41,146.4,4.37,44.4
2021-11-28,85,251.3,5.47,42.0
2021-11-28,37,233.9,5.37,44.4
2021-11-28,75,448.7,4.98,30.3
2021-11-28,66,355.5,6.84,37.8
2021-11-28,55,246.6,5.82,28.2
2021-11-28,44,300.0,5.73,42.0
2021-11-28,57,289.0,5.12,28.2
2021-11-28,972,151.6,3.66,115.4
2021-11-28,65,503.0,7.05,37.8
2021-11-28,64,444.4,6.49,29.6
2021-11-28,35,267.6,5.59,28.4
2021-11-28,18,238.5,5.71,44.4
2021-11-28,63,262.6,5.64,28.6
2021-11-28,48,131.1,4.4,37.8
2021-11-28,90,315.4,5.6,22.7
2021-11-28,71,350.7,7.36,22.7
2021-11-28,78,313.9,5.41,30.3
2021-11-28,24,244.4,6.4,29.6
2021-11-28,47,477.4,7.75,29.6
2021-11-28,02,196.4,4.98,34.0
2021-11-28,67,401.1,5.72,28.2
2021-11-28,58,185.4,4.99,22.7
2021-11-28,92,341.6,5.11,30.3
2021-11-28,27,181.0,4.83,21.2
2021-11-28,04,426.2,7.51,36.5
2021-11-28,43,369.3,7.44,28.6
2021-11-28,16,250.2,5.76,29.6
2021-11-28,08,335.6,5.13,28.2
2021-11-28,51,215.5,4.8,28.2
2021-11-28,49,305.7,6.25,42.0
2021-11-28,22,167.4,4.5,28.4
2021-11-28,25,382.8,6.96,22.7
2021-11-28,82,329.4,6.24,37.8
2021-11-28,93,264.8,5.17,30.3
2021-11-28,973,89.4,4.15,76.9
2021-11-28,10,236.8,5.3,28.2
2021-11-28,12,319.4,5.71,37.8
2021-11-28,30,309.6,6.52,37.8
2021-11-28,29,159.0,4.15,28.4
2021-11-28,13,481.8,6.46,36.5
2021-11-28,26,389.6,7.76,28.6
2021-11-28,76,187.3,3.72,21.2
2021-11-28,05,353.4,7.35,36.5
2021-11-28,60,210.4,4.98,34.0
2021-11-28,32,312.0,6.02,37.8
2021-11-28,07,609.4,9.34,28.6
2021-11-28,06,385.9,6.27,36.5
2021-11-28,38,373.0,7.15,28.6
2021-11-28,52,174.9,4.69,28.2
2021-11-28,2A,328.2,4.98,66.7
2021-11-28,39,495.6,8.01,22.7
2021-11-28,40,358.8,6.62,29.6
2021-11-28,86,245.5,5.67,29.6
2021-11-28,46,332.6,6.7,37.8
2021-11-28,88,240.0,5.13,28.2
2021-11-28,69,449.0,6.97,28.6
2021-11-28,94,291.2,5.19,30.3
2021-11-28,53,145.4,4.41,42.0
2021-11-28,28,214.0,5.77,44.4
2021-11-28,2B,439.5,6.63,66.7
2021-11-28,23,331.1,6.44,29.6
2021-11-28,68,409.8,6.18,28.2
2021-11-28,974,255.0,5.05,32.7
2021-11-28,21,245.8,5.6,22.7
2021-11-28,56,244.7,5.56,28.4
2021-11-28,70,295.9,6.22,22.7
2021-11-28,01,392.7,7.96,28.6
2021-11-28,03,189.8,4.99,28.6
2021-11-28,36,154.7,4.68,44.4
2021-11-28,34,416.6,6.96,37.8
2021-11-28,91,236.9,5.25,30.3
2021-11-28,81,206.0,5.39,37.8
2021-11-28,89,170.7,4.77,22.7
2021-11-28,95,288.9,5.97,30.3
2021-11-28,31,316.9,5.63,37.8
2021-11-29,82,362.9,6.5,41.8
2021-11-29,04,475.8,7.87,39.6
2021-11-29,41,156.2,4.45,46.1
2021-11-29,60,231.7,5.27,34.9
2021-11-29,67,453.2,6.15,30.1
2021-11-29,973,93.2,4.25,69.2
2021-11-29,66,422.6,7.67,41.8
2021-11-29,27,198.1,5.02,22.9
2021-11-29,81,226.6,5.58,41.8
2021-11-29,57,313.8,5.34,30.1
2021-11-29,89,193.3,5.21,27.3
2021-11-29,62,308.7,5.6,34.9
2021-11-29,38,405.2,7.4,31.7
2021-11-29,59,422.8,6.09,34.9
2021-11-29,86,253.5,5.69,31.6
2021-11-29,14,163.4,3.6,22.9
2021-11-29,39,531.3,8.06,27.3
2021-11-29,09,389.8,6.52,41.8
2021-11-29,80,225.9,5.16,34.9
2021-11-29,21,293.5,6.12,27.3
2021-11-29,01,443.9,8.6,31.7
2021-11-29,34,463.6,7.2,41.8
2021-11-29,91,261.8,5.49,32.2
2021-11-29,95,323.1,6.17,32.2
2021-11-29,43,406.8,7.79,31.7
2021-11-29,32,369.4,6.62,41.8
2021-11-29,02,217.7,5.43,34.9
2021-11-29,58,209.9,5.52,27.3
2021-11-29,92,389.1,5.35,32.2
2021-11-29,51,239.4,5.09,30.1
2021-11-29,25,436.2,7.35,27.3
2021-11-29,10,270.1,5.7,30.1
2021-11-29,12,315.4,5.48,41.8
2021-11-29,13,516.0,6.56,39.6
2021-11-29,68,458.1,6.53,30.1
2021-11-29,26,473.5,8.63,31.7
2021-11-29,30,360.2,7.05,41.8
2021-11-29,93,291.0,5.39,32.2
2021-11-29,08,369.8,5.51,30.1
2021-11-29,94,321.5,5.34,32.2
2021-11-29,31,359.4,6.0,41.8
2021-11-29,03,205.2,5.15,31.7
2021-11-29,974,260.1,5.05,34.6
2021-11-29,69,505.4,7.31,31.7
2021-11-29,2B,465.8,6.96,66.7
2021-11-29,11,257.3,6.07,41.8
2021-11-29,87,219.0,5.43,31.6
2021-11-29,83,411.4,6.91,39.6
2021-11-29,45,245.4,6.45,46.1
2021-11-29,976,22.5,1.47,0.0
2021-11-29,73,464.2,8.68,31.7
2021-11-29,44,338.4,6.07,43.1
2021-11-29,85,280.0,5.8,43.1
2021-11-29,75,486.0,5.06,32.2
2021-11-29,63,298.1,6.07,31.7
2021-11-29,55,252.7,5.81,30.1
2021-11-29,65,546.6,7.41,41.8
2021-11-29,972,157.8,4.26,138.5
2021-11-29,48,152.1,5.17,41.8
2021-11-29,71,386.6,7.75,27.3
2021-11-29,72,228.1,5.37,43.1
2021-11-29,77,260.4,5.68,32.2
2021-11-29,54,321.1,5.32,30.1
2021-11-29,74,464.3,8.04,31.7
2021-11-29,84,415.2,7.62,39.6
2021-11-29,78,338.8,5.56,32.2
2021-11-29,52,183.8,4.74,30.1
2021-11-29,2A,360.8,5.44,66.7
2021-11-29,46,340.1,6.54,41.8
2021-11-29,53,153.6,4.53,43.1
2021-11-29,07,671.5,9.8,31.7
2021-11-29,70,321.6,6.53,27.3
2021-11-29,28,238.7,6.12,46.1
2021-11-29,33,373.9,6.29,31.6
2021-11-29,17,249.9,5.74,31.6
2021-11-29,56,277.9,5.99,29.0
2021-11-29,22,182.7,4.65,29.0
2021-11-29,47,524.9,7.96,31.6
2021-11-29,88,273.1,5.56,30.1
2021-11-29,19,214.3,5.39,31.6
2021-11-29,18,251.0,5.8,46.1
2021-11-29,61,253.2,5.95,22.9
2021-11-29,35,284.8,5.65,29.0
2021-11-29,49,323.7,6.45,43.1
2021-11-29,50,181.4,4.68,22.9
2021-11-29,29,175.5,4.41,29.0
2021-11-29,971,38.7,2.2,29.6
2021-11-29,05,401.4,7.97,39.6
2021-11-29,15,185.6,3.94,31.7
2021-11-29,36,157.0,4.72,46.1
2021-11-29,79,164.0,5.1,31.6
2021-11-29,16,270.6,6.07,31.6
2021-11-29,42,456.4,8.08,31.7
2021-11-29,24,290.4,7.09,31.6
2021-11-29,37,260.3,5.7,46.1
2021-11-29,90,347.5,5.91,27.3
2021-11-29,64,483.5,6.7,31.6
2021-11-29,06,417.6,6.41,39.6
2021-11-29,76,200.7,3.86,22.9
2021-11-29,23,347.5,6.47,31.6
2021-11-29,40,385.9,6.91,31.6
2021-11-30,972,163.9,4.74,130.8
2021-11-30,25,486.4,7.64,28.3
2021-11-30,51,252.4,5.11,31.6
2021-11-30,75,514.3,5.1,34.4
2021-11-30,65,589.0,7.76,43.9
2021-11-30,28,253.8,6.12,48.9
2021-11-30,29,194.1,4.7,29.6
2021-11-30,71,417.8,7.97,28.3
2021-11-30,63,323.4,6.12,31.7
2021-11-30,73,494.5,8.83,31.7
2021-11-30,2B,454.3,6.8,66.7
2021-11-30,50,188.9,4.68,24.2
2021-11-30,14,175.3,3.69,24.2
2021-11-30,84,453.7,7.86,40.2
2021-11-30,83,426.9,6.89,40.2
2021-11-30,974,267.9,5.05,34.6
2021-11-30,40,416.3,7.1,33.5
2021-11-30,05,428.9,8.34,40.2
2021-11-30,41,164.4,4.46,48.9
2021-11-30,80,232.2,5.03,36.5
2021-11-30,21,333.5,6.38,28.3
2021-11-30,42,486.8,8.21,31.7
2021-11-30,68,494.5,6.65,31.6
2021-11-30,79,171.5,5.04,33.5
2021-11-30,31,390.8,6.16,43.9
2021-11-30,04,523.0,8.24,40.2
2021-11-30,70,337.1,6.74,28.3
2021-11-30,69,537.7,7.42,31.7
2021-11-30,46,390.4,7.18,43.9
2021-11-30,971,37.4,2.09,29.6
2021-11-30,16,282.9,6.13,33.5
2021-11-30,53,157.2,4.42,46.4
2021-11-30,78,356.1,5.69,34.4
2021-11-30,976,22.9,1.44,0.0
2021-11-30,34,492.9,7.27,43.9
2021-11-30,09,421.3,6.94,43.9
2021-11-30,61,263.3,5.94,24.2
2021-11-30,74,517.5,8.5,31.7
2021-11-30,33,397.1,6.38,33.5
2021-11-30,01,489.8,8.9,31.7
2021-11-30,44,367.1,6.25,46.4
2021-11-30,17,272.0,5.96,33.5
2021-11-30,91,282.0,5.55,34.4
2021-11-30,90,395.3,6.41,28.3
2021-11-30,2A,371.9,5.52,66.7
2021-11-30,54,345.7,5.44,31.6
2021-11-30,55,262.1,5.86,31.6
2021-11-30,45,268.1,6.62,48.9
2021-11-30,49,340.5,6.59,46.4
2021-11-30,77,279.2,5.69,34.4
2021-11-30,52,200.3,5.05,31.6
2021-11-30,88,285.7,5.54,31.6
2021-11-30,72,241.7,5.46,46.4
2021-11-30,64,519.5,6.84,33.5
2021-11-30,11,280.9,6.21,43.9
2021-11-30,32,412.5,7.03,43.9
2021-11-30,92,418.9,5.36,34.4
2021-11-30,18,283.1,6.22,48.9
2021-11-30,85,306.1,6.01,46.4
2021-11-30,37,271.7,5.68,48.9
2021-11-30,35,298.1,5.58,29.6
2021-11-30,87,242.5,5.75,33.5
2021-11-30,43,447.8,8.12,31.7
2021-11-30,48,152.1,5.22,43.9
2021-11-30,10,296.2,6.03,31.6
2021-11-30,19,233.4,5.58,33.5
2021-11-30,13,536.3,6.61,40.2
2021-11-30,27,214.2,5.2,24.2
2021-11-30,22,183.2,4.5,29.6
2021-11-30,94,347.1,5.47,34.4
2021-11-30,07,728.1,10.07,31.7
2021-11-30,39,579.0,8.35,28.3
2021-11-30,95,345.8,6.26,34.4
2021-11-30,57,325.0,5.37,31.6
2021-11-30,62,327.8,5.66,36.5
2021-11-30,06,447.8,6.57,40.2
2021-11-30,02,237.2,5.72,36.5
2021-11-30,58,227.0,5.86,28.3
2021-11-30,56,305.7,6.26,29.6
2021-11-30,12,325.5,5.52,43.9
2021-11-30,81,242.8,5.65,43.9
2021-11-30,03,220.9,5.1,31.7
2021-11-30,15,184.2,3.87,31.7
2021-11-30,67,492.8,6.27,31.6
2021-11-30,08,404.1,5.74,31.6
2021-11-30,93,309.2,5.47,34.4
2021-11-30,66,458.2,7.76,43.9
2021-11-30,89,213.8,5.28,28.3
2021-11-30,38,437.7,7.61,31.7
2021-11-30,26,555.4,9.25,31.7
2021-11-30,76,209.6,3.86,24.2
2021-11-30,973,98.4,4.35,69.2
2021-11-30,24,321.5,7.47,33.5
2021-11-30,82,371.3,6.34,43.9
2021-11-30,23,347.5,6.2,33.5
2021-11-30,86,267.7,5.73,33.5
2021-11-30,59,446.5,6.19,36.5
2021-11-30,60,251.7,5.48,36.5
2021-11-30,30,380.6,7.06,43.9
2021-11-30,36,163.5,4.87,48.9
2021-11-30,47,567.3,8.11,33.5
2021-12-01,32,443.1,7.0,44.1
2021-12-01,77,301.7,5.8,35.7
2021-12-01,17,288.4,6.07,33.3
2021-12-01,89,220.7,5.26,34.3
2021-12-01,22,193.2,4.67,30.2
2021-12-01,11,311.8,6.48,44.1
2021-12-01,45,291.7,6.8,48.3
2021-12-01,48,149.4,5.05,44.1
2021-12-01,47,601.2,8.22,33.3
2021-12-01,2A,365.1,5.4,66.7
2021-12-01,56,327.4,6.39,30.2
2021-12-01,54,363.8,5.6,34.2
2021-12-01,72,253.1,5.52,49.2
2021-12-01,91,297.2,5.54,35.7
2021-12-01,43,477.7,8.3,32.9
2021-12-01,59,470.2,6.25,37.7
2021-12-01,81,247.8,5.52,44.1
2021-12-01,34,519.6,7.29,44.1
2021-12-01,49,343.6,6.46,49.2
2021-12-01,28,269.9,6.22,48.3
2021-12-01,40,441.0,7.32,33.3
2021-12-01,82,378.1,6.16,44.1
2021-12-01,46,408.3,7.12,44.1
2021-12-01,71,459.1,8.42,34.3
2021-12-01,972,170.6,5.26,138.5
2021-12-01,23,370.7,6.54,33.3
2021-12-01,64,536.3,6.7,33.3
2021-12-01,76,220.9,3.96,23.8
2021-12-01,85,325.0,6.04,49.2
2021-12-01,60,266.8,5.57,37.7
2021-12-01,13,555.7,6.64,42.0
2021-12-01,52,213.9,5.46,34.2
2021-12-01,07,763.0,10.07,32.9
2021-12-01,08,408.6,5.62,34.2
2021-12-01,90,427.4,6.57,34.3
2021-12-01,84,493.2,8.16,42.0
2021-12-01,37,281.6,5.64,48.3
2021-12-01,44,384.6,6.27,49.2
2021-12-01,30,409.2,7.14,44.1
2021-12-01,06,469.3,6.52,42.0
2021-12-01,09,448.2,7.27,44.1
2021-12-01,78,373.0,5.76,35.7
2021-12-01,01,528.8,9.11,32.9
2021-12-01,976,22.5,1.41,0.0
2021-12-01,12,339.8,5.66,44.1
2021-12-01,67,528.7,6.44,34.2
2021-12-01,61,262.6,5.71,23.8
2021-12-01,74,556.5,8.67,32.9
2021-12-01,33,423.0,6.52,33.3
2021-12-01,21,368.0,6.66,34.3
2021-12-01,38,470.0,7.78,32.9
2021-12-01,02,253.6,5.88,37.7
2021-12-01,18,286.4,6.21,48.3
2021-12-01,75,539.3,5.12,35.7
2021-12-01,66,492.3,7.8,44.1
2021-12-01,15,189.1,4.08,32.9
2021-12-01,14,187.7,3.84,23.8
2021-12-01,79,190.5,5.32,33.3
2021-12-01,25,527.0,7.8,34.3
2021-12-01,36,166.7,4.89,48.3
2021-12-01,86,277.3,5.77,33.3
2021-12-01,65,627.8,8.05,44.1
2021-12-01,53,176.2,4.63,49.2
2021-12-01,42,506.6,8.21,32.9
2021-12-01,27,229.7,5.33,23.8
2021-12-01,10,314.0,6.13,34.2
2021-12-01,92,441.8,5.41,35.7
2021-12-01,39,605.0,8.3,34.3
2021-12-01,41,173.0,4.62,48.3
2021-12-01,05,463.5,8.38,42.0
2021-12-01,80,247.1,5.23,37.7
2021-12-01,29,203.3,4.7,30.2
2021-12-01,57,335.7,5.35,34.2
2021-12-01,73,524.3,8.85,32.9
2021-12-01,95,363.5,6.24,35.7
2021-12-01,974,274.9,5.01,30.8
2021-12-01,971,37.2,2.01,22.2
2021-12-01,93,326.3,5.5,35.7
2021-12-01,50,192.2,4.61,23.8
2021-12-01,31,420.6,6.28,44.1
2021-12-01,51,271.4,5.24,34.2
2021-12-01,973,99.1,4.38,69.2
2021-12-01,58,250.0,6.33,34.3
2021-12-01,69,568.0,7.48,32.9
2021-12-01,35,318.6,5.71,30.2
2021-12-01,70,351.6,6.97,34.3
2021-12-01,88,298.7,5.65,34.2
2021-12-01,87,248.4,5.71,33.3
2021-12-01,24,339.6,7.51,33.3
2021-12-01,26,635.5,9.61,32.9
2021-12-01,03,231.2,5.22,32.9
2021-12-01,16,285.5,6.14,33.3
2021-12-01,55,257.6,5.68,34.2
2021-12-01,83,445.2,6.85,42.0
2021-12-01,94,375.8,5.62,35.7
2021-12-01,19,250.5,5.77,33.3
2021-12-01,2B,468.0,6.85,66.7
2021-12-01,04,567.2,8.48,42.0
2021-12-01,68,538.8,6.94,34.2
2021-12-01,62,343.3,5.74,37.7
2021-12-01,63,351.8,6.32,32.9
2021-12-02,21,397.8,6.71,34.3
2021-12-02,64,558.9,6.77,32.5
2021-12-02,76,227.8,4.01,24.2
2021-12-02,13,586.2,6.75,46.1
2021-12-02,70,356.8,6.94,34.3
2021-12-02,93,350.3,5.62,36.1
2021-12-02,36,174.5,5.08,47.2
2021-12-02,972,178.4,5.34,165.4
